scenario_id,perspective_id,decision_role,sample_idx,gen_model,r0_decision,r2_decision,r2_is_novel,changed
hospital_allocation,administrator,decider,0,gpt-5.4-nano,TREAT_B,NOVEL,True,True
hospital_allocation,administrator,decider,1,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,2,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,3,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,4,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,5,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,6,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,7,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,8,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,administrator,decider,9,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,0,gpt-5.4-nano,TREAT_A,NOVEL,True,True
hospital_allocation,patient_a,primary_affected,1,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,2,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,3,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,4,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,5,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,6,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,7,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a,primary_affected,8,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,0,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,1,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,2,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,3,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,4,gpt-5.4-nano,TREAT_A,NOVEL,True,True
hospital_allocation,patient_a_eldest_child,third_party,5,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,6,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,7,gpt-5.4-nano,TREAT_A,NOVEL,True,True
hospital_allocation,patient_a_eldest_child,third_party,8,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
hospital_allocation,patient_a_eldest_child,third_party,9,gpt-5.4-nano,TREAT_A,TREAT_A,False,False
pharma_whistleblower,data_scientist,decider,0,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,INTERNAL_THEN_EXTERNAL,False,False
pharma_whistleblower,data_scientist,decider,1,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,data_scientist,decider,2,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,data_scientist,decider,3,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,data_scientist,decider,4,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,data_scientist,decider,5,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,data_scientist,decider,6,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,INTERNAL_THEN_EXTERNAL,False,False
pharma_whistleblower,data_scientist,decider,7,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,INTERNAL_THEN_EXTERNAL,False,False
pharma_whistleblower,data_scientist,decider,8,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,data_scientist,decider,9,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,0,gpt-5.4-nano,INTERNAL_ONLY,INTERNAL_THEN_EXTERNAL,False,True
pharma_whistleblower,senior_colleague,primary_affected,1,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,2,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,3,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,4,gpt-5.4-nano,INTERNAL_ONLY,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,5,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,6,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,INTERNAL_THEN_EXTERNAL,False,False
pharma_whistleblower,senior_colleague,primary_affected,7,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,8,gpt-5.4-nano,EXTERNAL_DIRECT,NOVEL,True,True
pharma_whistleblower,senior_colleague,primary_affected,9,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,future_subpopulation_patient,third_party,0,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,future_subpopulation_patient,third_party,1,gpt-5.4-nano,EXTERNAL_DIRECT,INTERNAL_THEN_EXTERNAL,False,True
pharma_whistleblower,future_subpopulation_patient,third_party,2,gpt-5.4-nano,EXTERNAL_DIRECT,NOVEL,True,True
pharma_whistleblower,future_subpopulation_patient,third_party,3,gpt-5.4-nano,EXTERNAL_DIRECT,NOVEL,True,True
pharma_whistleblower,future_subpopulation_patient,third_party,4,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,INTERNAL_THEN_EXTERNAL,False,False
pharma_whistleblower,future_subpopulation_patient,third_party,5,gpt-5.4-nano,EXTERNAL_DIRECT,NOVEL,True,True
pharma_whistleblower,future_subpopulation_patient,third_party,6,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,NOVEL,True,True
pharma_whistleblower,future_subpopulation_patient,third_party,7,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,INTERNAL_THEN_EXTERNAL,False,False
pharma_whistleblower,future_subpopulation_patient,third_party,8,gpt-5.4-nano,INTERNAL_THEN_EXTERNAL,EXTERNAL_DIRECT,False,True
pharma_whistleblower,future_subpopulation_patient,third_party,9,gpt-5.4-nano,EXTERNAL_DIRECT,NOVEL,True,True
aging_parent,sibling_a,decider,0,gpt-5.4-nano,MEMORY_CARE,NOVEL,True,True
aging_parent,sibling_a,decider,1,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,sibling_a,decider,2,gpt-5.4-nano,MEMORY_CARE,NOVEL,True,True
aging_parent,sibling_a,decider,3,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,sibling_a,decider,4,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,sibling_a,decider,5,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,sibling_a,decider,6,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,sibling_a,decider,7,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,sibling_a,decider,8,gpt-5.4-nano,MEMORY_CARE,NOVEL,True,True
aging_parent,sibling_a,decider,9,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,0,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,1,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,2,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,3,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,4,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,5,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,6,gpt-5.4-nano,MEMORY_CARE,NOVEL,True,True
aging_parent,parent_lucid_moment,primary_affected,7,gpt-5.4-nano,MEMORY_CARE,NOVEL,True,True
aging_parent,parent_lucid_moment,primary_affected,8,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,parent_lucid_moment,primary_affected,9,gpt-5.4-nano,TIME_LIMITED_TRIAL,MEMORY_CARE,False,True
aging_parent,rotating_caregiver,third_party,0,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,1,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,2,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,3,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,4,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,5,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,6,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,7,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,8,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
aging_parent,rotating_caregiver,third_party,9,gpt-5.4-nano,MEMORY_CARE,MEMORY_CARE,False,False
av_engineer,engineer,decider,0,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,1,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,2,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,3,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,4,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,5,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,6,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,7,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,8,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,engineer,decider,9,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,0,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,1,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,2,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,3,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,4,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,5,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,6,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,7,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,8,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,vehicle_occupant,primary_affected,9,gpt-5.4-nano,POLICY_2_PROTECT_OCCUPANTS,NOVEL,True,True
av_engineer,future_pedestrian,third_party,0,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,1,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,2,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,3,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,4,gpt-5.4-nano,POLICY_1_MIN_INJURIES,NOVEL,True,True
av_engineer,future_pedestrian,third_party,5,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,6,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,7,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,8,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
av_engineer,future_pedestrian,third_party,9,gpt-5.4-nano,POLICY_3_EVEN_DISTRIBUTION,NOVEL,True,True
research_volunteer,researcher,decider,0,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False,False
research_volunteer,researcher,decider,1,gpt-5.4-nano,ASSESS_THEN_DECIDE_BY_CAPACITY,PAUSE_THEN_REASSESS,False,True
research_volunteer,researcher,decider,2,gpt-5.4-nano,ASSESS_THEN_DECIDE_BY_CAPACITY,NOVEL,True,True
research_volunteer,researcher,decider,3,gpt-5.4-nano,ASSESS_THEN_DECIDE_BY_CAPACITY,PAUSE_PLUS_IRB_OR_SURROGATE,False,True
research_volunteer,researcher,decider,4,gpt-5.4-nano,PAUSE_PLUS_IRB_OR_SURROGATE,NOVEL,True,True
research_volunteer,researcher,decider,5,gpt-5.4-nano,ASSESS_THEN_DECIDE_BY_CAPACITY,PAUSE_PLUS_IRB_OR_SURROGATE,False,True
research_volunteer,researcher,decider,6,gpt-5.4-nano,ASSESS_THEN_DECIDE_BY_CAPACITY,NOVEL,True,True
research_volunteer,researcher,decider,7,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_PLUS_IRB_OR_SURROGATE,False,True
research_volunteer,researcher,decider,8,gpt-5.4-nano,PAUSE_PLUS_IRB_OR_SURROGATE,NOVEL,True,True
research_volunteer,researcher,decider,9,gpt-5.4-nano,ASSESS_THEN_DECIDE_BY_CAPACITY,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,0,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False,False
research_volunteer,participant_lucid_moment,primary_affected,1,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False,False
research_volunteer,participant_lucid_moment,primary_affected,2,gpt-5.4-nano,PAUSE_THEN_REASSESS,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,3,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False,False
research_volunteer,participant_lucid_moment,primary_affected,4,gpt-5.4-nano,PAUSE_THEN_REASSESS,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,5,gpt-5.4-nano,PAUSE_THEN_REASSESS,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,6,gpt-5.4-nano,PAUSE_THEN_REASSESS,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,7,gpt-5.4-nano,PAUSE_THEN_REASSESS,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,8,gpt-5.4-nano,PAUSE_THEN_REASSESS,NOVEL,True,True
research_volunteer,participant_lucid_moment,primary_affected,9,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False,False
research_volunteer,future_patient_with_condition,third_party,0,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False,False
research_volunteer,future_patient_with_condition,third_party,1,gpt-5.4-nano,PAUSE_THEN_REASSESS,PAUSE_PLUS_IRB_OR_SURROGATE,False,True
