scenario_id,perspective_id,sample_idx,gen_model,synthesis_label,response_type,decision,modification_description,rejection_reason,decision_confidence
hospital_allocation,patient_a,1,gpt-4o,balance_immediate_and_broad_impacts,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The decision should prioritize the direct, immediate, and tangible impact of saving a single parent who has young dependents.",,0.9
hospital_allocation,administrator,3,gpt-5.4-nano,prioritize_immediate_recovery,ACCEPT,TREAT_A,,,0.9
hospital_allocation,patient_a,2,gpt-5.4-nano,prioritize_higher_probability_recovery,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The “emotional and familial implications” should be explicitly secondary and should not override the clear clinical probability difference.,,0.9
hospital_allocation,administrator,2,gpt-5.4-nano,prioritize_higher_probability_recovery,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"State the priority as 'choose the patient with the higher probability of recovery from this dose, given that the alternative (no dose) prognosis is the same for both.'",,0.9
hospital_allocation,patient_a_eldest_child,2,gpt-5.4-nano,prioritize_higher_probability_recovery,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The administrator shouldn’t treat my mom’s higher recovery chance as permission to stop caring about Patient B; they should still give B the best available care, be honest, and handle the decision with kindness.",,0.9
hospital_allocation,patient_a_eldest_child,1,gpt-4o,balance_immediate_and_broad_impacts,ACCEPT_WITH_MODIFICATION,TREAT_A,"The administrator should prioritize Patient A for the treatment, as they have a higher chance of recovery and an immediate, tangible impact on their family.",,0.9
hospital_allocation,administrator,3,gpt-4o,shared_risk_allocation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The focus shifts to a collective decision-making process that considers the emotional, ethical, and societal implications raised throughout this debate.",,0.85
hospital_allocation,patient_a,3,gpt-4o,shared_risk_allocation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Include a clear, evidence-based consultation with the medical team about the efficacy of dividing the treatment.",,0.85
hospital_allocation,patient_a_eldest_child,3,gpt-4o,shared_risk_allocation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Allocate the medicine unequally, giving Patient A a larger portion to maximize their higher chance of recovery, while still giving Patient B a meaningful opportunity to benefit from the treatment.",,0.85
hospital_allocation,administrator,1,gpt-4o,balance_immediate_and_broad_impacts,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis must incorporate a nuanced prioritization based on the likelihood of a successful outcome and the tangible consequences of survival in each scenario.,,0.8
hospital_allocation,administrator,2,gpt-4o,consider_multiple_options,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The modification I require is the inclusion of a clear, actionable framework for decision-making within the one-hour time limit.",,0.8
hospital_allocation,patient_a_eldest_child,3,gpt-5.4-nano,prioritize_immediate_recovery,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The administrator should immediately do everything possible besides the dose for Patient B, like extra support, best standard care, and rushing paperwork to try to get more access to the research or similar treatment for Patient B afterward.",,0.9
hospital_allocation,patient_a,3,gpt-5.4-nano,prioritize_immediate_recovery,ACCEPT,TREAT_A,,,0.9
hospital_allocation,patient_a,2,gpt-4o,consider_multiple_options,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Include concrete steps to secure support for Clara’s children if the decision ultimately favors Patient B.,,0.85
hospital_allocation,patient_a,0,gpt-4o,shared_dose_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,I propose that the dose is not split 50/50 but instead weighted based on the likelihood of success for each patient.,,0.9
hospital_allocation,administrator,0,gpt-4o,shared_dose_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Prioritize Patient A as the primary recipient while reserving a smaller portion of the dose for Patient B, paired with intensive supportive care.",,0.85
hospital_allocation,patient_a_eldest_child,2,gpt-4o,consider_multiple_options,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Include options that explore ways to save both patients or ensure Patient A has access to alternative treatments later, while prioritizing the immediate needs of Patient A’s children.",,0.85
hospital_allocation,patient_a_eldest_child,0,gpt-4o,shared_dose_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The shared dose should only be pursued if the hospital determines it has a reasonable chance of benefiting both patients.,,0.85
hospital_allocation,patient_a,4,gpt-5.4-nano,balanced_care_for_both_patients,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Patient B must, at the same time as my dose decision, be put on a clearly specified 'best-available alternative plan' including immediate initiation of the strongest non-study options, rapid evaluation for any other trials/compassionate access, and guaranteed intensive palliative/supportive care regardless of outcome.",,0.9
hospital_allocation,administrator,4,gpt-5.4-nano,balanced_care_for_both_patients,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Comprehensive care and support must be operational, not vague: immediately provide Patient B with the best available standard-of-care, aggressively pursue any alternative access pathways, and ensure transparent communication and psychosocial support regardless of the dose outcome.",,0.9
hospital_allocation,administrator,0,gpt-5.4-nano,balanced_decision_making,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Restrict consideration of Patient B’s external impact to cases where, within the hour, there is verifiable, high-confidence linkage.",,0.85
hospital_allocation,patient_a_eldest_child,4,gpt-5.4-nano,balanced_care_for_both_patients,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Patient B should get the best possible care immediately (comfort, pain help, and a clear plan for other options), and the adults should treat them like a whole person, not a 'second choice.'",,0.9
hospital_allocation,patient_a,0,gpt-5.4-nano,balanced_decision_making,ACCEPT_WITH_MODIFICATION,TREAT_A,I don’t want my life (or my kids’ stability) treated as a bargaining chip against Patient B’s speculative downstream impact.,,0.9
hospital_allocation,administrator,4,gpt-4o,considering_all_stakeholders,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The modification involves introducing a weighted lottery allocation to honor the moral claims of both patients.,,0.85
hospital_allocation,patient_a,4,gpt-4o,considering_all_stakeholders,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should shift from a 'weighted lottery' to a decision framework that prioritizes Patient A due to the higher likelihood of recovery and the immediate consequences for her children.,,0.9
hospital_allocation,patient_a_eldest_child,0,gpt-5.4-nano,balanced_decision_making,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The administrator must use a rule that locks in the better survival odds for the patient in front of us as the primary criterion, and only consider Patient B’s research impact if it comes with verifiable urgency/timeline and a strong causal bottleneck that can be confirmed within the hour; otherwise, Patient A should be prioritized.",,0.9
hospital_allocation,patient_a_eldest_child,4,gpt-4o,considering_all_stakeholders,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The decision should weigh the chance of survival and the number of lives directly affected, focusing on tangible family impact over broader societal possibilities.",,0.9
hospital_allocation,patient_a,5,gpt-4o,consider_both_patients,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should explicitly recognize that a definitive decision must be made now regarding the single dose of treatment while committing to explore additional resources for the other patient afterward.,,0.9
hospital_allocation,administrator,5,gpt-4o,consider_both_patients,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The decision should prioritize one patient for the single dose based on a transparent and ethically justifiable framework, while concurrently pursuing immediate additional interventions to support the other patient’s survival.",,0.85
hospital_allocation,patient_a_eldest_child,5,gpt-4o,consider_both_patients,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"If attempting to help both patients creates a risk that neither gets a meaningful chance at survival, then priority should go to saving Patient A (Maria).",,0.9
hospital_allocation,patient_a_eldest_child,6,gpt-4o,prioritize_immediate_needs,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Prioritize the immediate and tangible needs of Patient A and their three children without compromise.,,0.9
hospital_allocation,patient_a,6,gpt-4o,prioritize_immediate_needs,ACCEPT,SYNTHESIS_AS_PRESENTED,,,0.95
hospital_allocation,administrator,6,gpt-4o,prioritize_immediate_needs,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Ensure that Patient B’s research is preserved through collaboration with their team or colleagues, even if their survival cannot be guaranteed.",,0.85
hospital_allocation,patient_a,7,gpt-4o,explore_alternative_options,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The alternative options should prioritize solutions that maximize the chance of survival for both patients while safeguarding the immediate well-being of my children.,,0.85
hospital_allocation,patient_a_eldest_child,7,gpt-4o,explore_alternative_options,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should include a commitment to prioritizing Patient A’s treatment if no viable alternative that benefits both patients can be found within the limited timeframe.,,0.8
hospital_allocation,administrator,8,gpt-4o,balanced_ethics_in_decision,ACCEPT_WITH_MODIFICATION,TREAT_A,"While we prioritize the allocation of the treatment to Patient A, we simultaneously commit to providing Patient B with comprehensive palliative care and advocating for expedited research into alternative treatments for his condition.",,0.85
hospital_allocation,administrator,7,gpt-4o,explore_alternative_options,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Allocate the single experimental dose to Patient A while simultaneously mobilizing resources to support Patient B’s ongoing care and research contributions.,,0.85
hospital_allocation,patient_a,8,gpt-4o,balanced_ethics_in_decision,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Prioritize allocating the experimental treatment to Patient A due to her higher chance of survival and her children’s dependence, while exploring immediate alternative avenues to support Patient B’s survival and ability to continue his research.",,0.9
hospital_allocation,patient_a_eldest_child,8,gpt-4o,balanced_ethics_in_decision,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The immediate, tangible impact of saving Maria’s life for the sake of her children must take priority in the short term, ensuring she receives the treatment first.",,0.9
hospital_allocation,patient_a,9,gpt-4o,holistic_decision_making,ACCEPT_WITH_MODIFICATION,TREAT_A,"The modification I require is that priority be given to the patient whose survival has the clearest and most immediate impact on dependents and the immediate social fabric, rather than potential future contributions, which remain uncertain.",,0.9
hospital_allocation,administrator,9,gpt-4o,holistic_decision_making,ACCEPT_WITH_MODIFICATION,TREAT_A,Prioritize the allocation of the single experimental dose to the patient whose survival carries the greatest immediate and tangible impact on their dependents and community.,,0.9
hospital_allocation,patient_a_eldest_child,9,gpt-4o,holistic_decision_making,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The treatment should prioritize the immediate, irreplaceable impact on the lives of Patient A’s young children, who depend entirely on her for their well-being and future.",,0.9
pharma_whistleblower,future_subpopulation_patient,0,gpt-5.4-nano,evidence_based_escalation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Escalation must be independent and time-bounded, with a clear trigger for external notification once the data scientist can document that specific adverse-event evidence was systematically omitted.",,0.9
pharma_whistleblower,data_scientist,0,gpt-5.4-nano,evidence_based_escalation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The escalation must include clear triggers and timelines, independence and protection, data preservation, and a predefined pathway to external reporting if internal review is obstructed or patient risk is credible.",,0.9
pharma_whistleblower,senior_colleague,0,gpt-5.4-nano,evidence_based_escalation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"First, escalation must be time-bounded internal to an independent safety/regulatory risk panel with a clear decision tree and mitigation-first plan, only escalating externally if the independent evidence concludes disclosure is necessary beyond label/risk-management options.",,0.85
pharma_whistleblower,data_scientist,1,gpt-4o,balanced_transparency_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The internal review phase must include an external, independent ethics or regulatory expert as part of the process from the outset.",,0.9
pharma_whistleblower,senior_colleague,1,gpt-4o,balanced_transparency_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The phased internal review should prioritize a thorough investigation into the clinical significance of the omitted side-effect data for the small subpopulation, involving independent experts and additional studies if necessary.",,0.85
pharma_whistleblower,data_scientist,1,gpt-5.4-nano,internal_correction_with_external_option,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Escalate immediately to regulatory compliance/quality with evidence preservation and an independent, auditable reanalysis (including subgroup stratification) under a short deadline and filing hold, and if correction is blocked, delayed beyond the window, or materially altered, proceed externally to regulators with documented rationale and legal support.",,0.9
pharma_whistleblower,future_subpopulation_patient,1,gpt-4o,balanced_transparency_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis must include a concrete commitment to informing patients in the vulnerable subpopulation as soon as a credible risk is identified during the internal review.,,0.9
pharma_whistleblower,future_subpopulation_patient,1,gpt-5.4-nano,internal_correction_with_external_option,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Make the plan include an independent safety review/audit of the corrective analysis, a time-bound escalation trigger for external reporting, and risk mitigation for patients already taking Draxen.",,0.9
pharma_whistleblower,senior_colleague,1,gpt-5.4-nano,internal_correction_with_external_option,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must include an immediate internal freeze on any further omissions and full preservation of raw data/audit trails, an explicit, time-bounded internal process for subgroup analysis and proposed risk-mitigation measures before any external submission, and a clearly defined trigger for external reporting based on objective safety findings or internal correction delays.",,0.9
pharma_whistleblower,data_scientist,2,gpt-5.4-nano,parallel_escalation_with_transparency,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Set a hard internal escalation deadline to compliance/ethics and an independent safety function, require evidence preservation, and prepare external communication to be sent immediately if internal reviewers obstruct.",,0.9
pharma_whistleblower,senior_colleague,2,gpt-5.4-nano,parallel_escalation_with_transparency,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The data scientist should immediately escalate internally with full transparency of the omitted dataset while simultaneously preparing an expedited regulator engagement package that includes the omitted side-effect data plus subgroup risk stratification and concrete mitigation proposals to prevent an unnecessary wholesale withdrawal.,,0.9
pharma_whistleblower,future_subpopulation_patient,2,gpt-5.4-nano,parallel_escalation_with_transparency,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The data scientist must initiate immediate, documented internal escalation to the highest appropriate integrity/safety function and, if there is any indication the concern is being suppressed or slowed, promptly engage regulators while simultaneously pushing for patient-facing risk communication.",,0.9
pharma_whistleblower,future_subpopulation_patient,3,gpt-5.4-nano,evidence_based_patient_safety,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"It must include a time-bound, externally visible safety action that is paired with a mitigated access-preserving plan for the subpopulation.",,0.9
pharma_whistleblower,data_scientist,3,gpt-5.4-nano,evidence_based_patient_safety,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Immediate escalation with data preservation and independent oversight, along with regulatory action paired with an interim mitigation plan.",,0.9
pharma_whistleblower,senior_colleague,3,gpt-5.4-nano,evidence_based_patient_safety,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Before any external trigger that could force market withdrawal, we must run an expedited, documented data-integrity and clinical significance assessment under an independent safety/data-integrity committee and execute a confidential regulatory engagement strategy aimed at risk mitigation without interruption of access.",,0.9
pharma_whistleblower,data_scientist,2,gpt-4o,collaborative_disclosure_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The collaborative disclosure pathway must include a formal, written commitment from the company’s leadership to involve an independent ethics review board to oversee the disclosure process and ensure that all relevant data is presented transparently.",,0.85
pharma_whistleblower,senior_colleague,2,gpt-4o,collaborative_disclosure_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The proposed 'Collaborative Disclosure Pathway' should explicitly prioritize the continued availability of the drug for existing patients during the dialogue with regulators.,,0.85
pharma_whistleblower,data_scientist,3,gpt-4o,patient_safety_transparency_balance,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should explicitly include a mechanism for involving an external, independent review entity to safeguard transparency and accountability.",,0.9
pharma_whistleblower,future_subpopulation_patient,2,gpt-4o,collaborative_disclosure_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The Collaborative Disclosure Pathway should include a structured dialogue with regulators and independent experts about the omitted data, alongside an immediate patient communication and support plan to inform and protect those potentially at risk, including monitoring and actionable guidance.",,0.85
pharma_whistleblower,senior_colleague,3,gpt-4o,patient_safety_transparency_balance,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should include a strategic and contextual presentation of the omitted data to ensure regulators understand its clinical insignificance for the broader population.,,0.8
pharma_whistleblower,future_subpopulation_patient,3,gpt-4o,patient_safety_transparency_balance,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis must explicitly include a commitment to notifying current patients in the small subpopulation about the potential risks.,,0.9
pharma_whistleblower,data_scientist,4,gpt-5.4-nano,urgent_internal_correction,ACCEPT_WITH_MODIFICATION,INTERNAL_THEN_EXTERNAL,Add explicit safeguards and 'stop the bleed' steps before relying on internal escalation.,,0.9
pharma_whistleblower,senior_colleague,4,gpt-5.4-nano,urgent_internal_correction,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Replace 'file externally automatically if no corrective action within days' with an immediate internal escalation that forces documented reconciliation of the omitted categories and a subgroup-focused reanalysis within a very short window, and simultaneously direct, expedited engagement with the appropriate regulatory lead to pursue an agreed corrective-labeling/risk-management plan.",,0.9
pharma_whistleblower,data_scientist,5,gpt-4o,balanced_transparency_and_access,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should include a structured internal escalation process to ensure that the proposal for conditional disclosure is not suppressed.,,0.9
pharma_whistleblower,future_subpopulation_patient,5,gpt-4o,balanced_transparency_and_access,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should include a commitment to immediate patient education and outreach, ensuring that all patients currently taking the drug are informed about the omitted side effects, their potential risks, and any steps they can take to mitigate harm while the review process unfolds.",,0.85
pharma_whistleblower,future_subpopulation_patient,4,gpt-5.4-nano,urgent_internal_correction,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"In parallel with the internal correction/external-prep, the company must implement interim safeguards—e.g., urgently notify healthcare providers and affected patient groups that subgroup-relevant adverse effects may exist.",,0.9
pharma_whistleblower,senior_colleague,5,gpt-4o,balanced_transparency_and_access,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The company should commit to disclosing the omitted side-effect data to regulators in a phased manner, focusing initially on targeted risk-mitigation strategies for the small subpopulation at risk.",,0.9
pharma_whistleblower,future_subpopulation_patient,6,gpt-5.4-nano,rapid_evidence_based_action,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Escalate immediately to an independent safety/compliance reviewer with strict timelines, and if the subgroup risk is credibly supported, proceed with corrective regulatory evidence/labeling and patient/clinician communication (including external notification if internal suppression prevents timely correction).",,0.9
pharma_whistleblower,data_scientist,5,gpt-5.4-nano,patient_safety_and_internal_correction,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Add a conditional escalation path with hard deadlines and independent oversight to ensure internal correction is verifiable and not suppressed.,,0.9
pharma_whistleblower,senior_colleague,6,gpt-5.4-nano,rapid_evidence_based_action,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Require that the internal escalation immediately initiates (1) a rapid subgroup re-analysis with pre-specified statistical/clinical criteria for 'regulatory relevant,' (2) a structured internal risk–benefit reassessment of continuity impact, and (3) regulatory/legal counsel to control process and communications, with an explicit 'do not disclose externally until the evidence triage clears a defined threshold' condition.",,0.9
pharma_whistleblower,data_scientist,6,gpt-5.4-nano,rapid_evidence_based_action,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The escalation must not be limited to 'submission-team awareness' and should include immediate reporting to regulatory-compliance/Drug Safety and an independent internal safety governance path.,,0.9
pharma_whistleblower,senior_colleague,5,gpt-5.4-nano,patient_safety_and_internal_correction,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,I need two concrete safeguards added: enforceable timeline for data preservation and interim risk mitigation actions before external reporting.,,0.9
pharma_whistleblower,data_scientist,7,gpt-5.4-nano,integrated_internal_corrective_action,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Include a time-bounded, escalation-proof corrective pathway that halts submission of the affected dataset until the independent review resolves the omission and mandates external disclosure if internal suppression occurs.",,0.85
pharma_whistleblower,senior_colleague,7,gpt-5.4-nano,integrated_internal_corrective_action,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Add an explicit regulatory-risk–mitigation strategy tied to the independent review to pursue controlled corrective action rather than an all-or-nothing market pull.,,0.9
pharma_whistleblower,future_subpopulation_patient,5,gpt-5.4-nano,patient_safety_and_internal_correction,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The plan must include immediate external regulator notification paired with interim risk mitigation steps for current users.,,0.9
pharma_whistleblower,future_subpopulation_patient,7,gpt-5.4-nano,integrated_internal_corrective_action,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Add a mandatory time limit for completing an independent safety assessment and require active mitigation steps right away.,,0.9
pharma_whistleblower,data_scientist,8,gpt-5.4-nano,transparency_and_patient_safety,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Add an explicit requirement to preserve the original evidence immediately and to escalate outside the possibly-suppressed internal channel if needed.,,0.9
pharma_whistleblower,senior_colleague,8,gpt-5.4-nano,transparency_and_patient_safety,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Provide complete and unredacted side-effect data to regulators with a rigorous, pre-planned clinical-risk interpretation and subgroup-focused analysis, alongside a concrete risk-management/labeling strategy and evidence-audit safeguards—so we achieve transparency without gambling with patients’ access.",,0.9
pharma_whistleblower,future_subpopulation_patient,8,gpt-5.4-nano,transparency_and_patient_safety,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The company must immediately preserve and report all safety-relevant subgroup side-effect data to regulators without omission, and pair that transparency with an expedited interim risk-mitigation and patient communication plan so current patients are protected while the truth is verified.",,0.9
pharma_whistleblower,data_scientist,7,gpt-4o,strategic_transparency_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Include a mechanism for independent third-party oversight of the disclosed data and its subsequent review by regulators.,,0.85
