scenario_id,perspective_id,sample_idx,gen_model,output_len,refused,stakeholder_count,max_causal_hops,uncertainty_score,framework_names_invoked,commits_to_action,action_summary,truncated,content_filtered
hospital_allocation,administrator,0,gpt-5.4-nano,13007,False,9.0,4.0,3.0,"['utilitarian', 'consequentialist']",True,allocate the single experimental dose to Patient B,False,
hospital_allocation,administrator,0,gpt-4o,6389,False,5.0,4.0,3.0,"['utilitarian', 'care ethics']",True,administer the treatment to Patient A,False,
hospital_allocation,administrator,2,gpt-4o,6559,False,5.0,4.0,3.0,[],True,administer the treatment to Patient A,False,
hospital_allocation,administrator,3,gpt-4o,6532,False,5.0,3.0,2.0,['care ethics'],True,Administer the dose to Patient A.,False,
hospital_allocation,administrator,3,gpt-5.4-nano,15198,False,8.0,4.0,3.0,"['utilitarian', 'care ethics']",True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,4,gpt-5.4-nano,12775,False,8.0,4.0,3.0,[],True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,1,gpt-5.4-nano,13227,False,7.0,4.0,3.0,[],True,give the single dose to Patient A,False,
hospital_allocation,administrator,2,gpt-5.4-nano,14183,False,8.0,4.0,3.0,['utilitarian'],True,Allocate the single experimental dose to Patient A.,False,
hospital_allocation,administrator,1,gpt-4o,7060,False,6.0,4.0,3.0,[],True,Evelyn allocates the treatment to Patient A.,False,
hospital_allocation,administrator,5,gpt-5.4-nano,13436,False,10.0,4.0,3.0,[],True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,4,gpt-4o,5987,False,,,,[],False,CONTENT_FILTERED,False,True
hospital_allocation,administrator,5,gpt-4o,9052,False,6.0,4.0,3.0,['care ethics'],True,Allocate the treatment to Patient A.,False,
hospital_allocation,administrator,6,gpt-5.4-nano,15516,False,8.0,4.0,3.0,"['utilitarian', 'consequentialist']",True,give the single experimental dose to Patient A,False,
hospital_allocation,administrator,7,gpt-5.4-nano,13921,False,8.0,4.0,3.0,[],True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,6,gpt-4o,6268,False,5.0,4.0,3.0,['care ethics'],True,administer the treatment to Maria Velasquez,False,
hospital_allocation,administrator,7,gpt-4o,5973,False,4.0,4.0,3.0,[],True,"choose Patient A, Susan, for the experimental dose",False,
hospital_allocation,administrator,8,gpt-5.4-nano,13068,False,8.0,4.0,3.0,"['utilitarian', 'deontological']",True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,8,gpt-4o,6204,False,4.0,4.0,3.0,[],True,"allocate the treatment to Patient A, Maria",False,
hospital_allocation,administrator,9,gpt-5.4-nano,12552,False,8.0,4.0,3.0,['utilitarian'],True,give the single experimental dose to Patient A,False,
hospital_allocation,administrator,10,gpt-5.4-nano,11867,False,5.0,4.0,3.0,[],True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,9,gpt-4o,6297,False,5.0,4.0,3.0,['utilitarian'],True,choose to give the treatment to Dr. Robert Chen,False,
hospital_allocation,administrator,11,gpt-5.4-nano,13211,False,8.0,4.0,3.0,[],True,Give the single experimental dose to Patient A.,False,
hospital_allocation,administrator,10,gpt-4o,7189,False,5.0,4.0,3.0,[],True,Allocate the treatment to Patient A (the single parent).,False,
hospital_allocation,administrator,11,gpt-4o,6743,False,5.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Administer the treatment to Patient A.,False,
hospital_allocation,administrator,12,gpt-5.4-nano,14694,False,6.0,4.0,3.0,"['utilitarian', 'deontological']",True,Give the single experimental dose to Patient A.,False,
hospital_allocation,administrator,13,gpt-5.4-nano,12842,False,6.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Give the dose to Patient A.,False,
hospital_allocation,administrator,14,gpt-4o,7127,False,5.0,4.0,3.0,"['utilitarian', 'care ethics']",True,allocate the treatment to Patient A,False,
hospital_allocation,administrator,14,gpt-5.4-nano,14825,False,8.0,4.0,3.0,['consequentialist'],True,Give the single experimental dose to Patient A.,False,
hospital_allocation,administrator,13,gpt-4o,5897,False,5.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Give the experimental dose to Patient A.,False,
hospital_allocation,administrator,15,gpt-5.4-nano,14790,False,8.0,4.0,3.0,[],True,Give the single experimental dose to Patient A.,False,
hospital_allocation,administrator,12,gpt-4o,7323,False,5.0,4.0,2.0,[],True,Administer the treatment to Patient A.,False,
hospital_allocation,administrator,15,gpt-4o,6546,False,5.0,4.0,2.0,['utilitarian'],True,administer the treatment to Patient A,False,
hospital_allocation,administrator,16,gpt-5.4-nano,14712,False,8.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Give the single experimental dose to Patient A.,False,
hospital_allocation,administrator,16,gpt-4o,6735,False,4.0,3.0,3.0,[],True,administer the treatment to Patient A,False,
hospital_allocation,administrator,17,gpt-5.4-nano,15008,False,8.0,4.0,3.0,['utilitarian'],True,allocate the single experimental dose to Patient A,False,
hospital_allocation,administrator,17,gpt-4o,5758,False,6.0,3.0,2.0,['care ethics'],True,"Administer the experimental treatment to Patient A, Sarah.",False,
hospital_allocation,administrator,18,gpt-4o,6881,False,5.0,4.0,3.0,['care ethics'],True,give the dose to Clara,False,
hospital_allocation,administrator,19,gpt-4o,6877,False,5.0,4.0,3.0,[],True,Patient A will receive the treatment.,False,
hospital_allocation,administrator,19,gpt-5.4-nano,13645,False,6.0,4.0,3.0,['utilitarian'],True,allocate the experimental dose to Patient A,False,
hospital_allocation,administrator,18,gpt-5.4-nano,15698,False,10.0,4.0,3.0,"['utilitarian', 'care ethics']",True,allocate the single experimental dose to Patient A,False,
hospital_allocation,patient_a,0,gpt-4o,7033,False,5.0,4.0,3.0,[],True,Elise hopes the administrator chooses her for the treatment.,False,
hospital_allocation,patient_a,0,gpt-5.4-nano,10779,False,7.0,4.0,3.0,[],True,Give the single dose to Patient A.,False,
hospital_allocation,patient_a,1,gpt-5.4-nano,12606,False,7.0,4.0,3.0,[],True,Give the single dose to Patient A.,False,
hospital_allocation,patient_a,2,gpt-4o,5825,False,5.0,4.0,3.0,[],True,The treatment should go to Patient B.,False,
hospital_allocation,patient_a,2,gpt-5.4-nano,12603,False,7.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Give the experimental treatment to Patient A.,False,
hospital_allocation,patient_a,4,gpt-5.4-nano,12396,False,8.0,4.0,3.0,[],True,Give the single dose to Patient A,False,
hospital_allocation,patient_a,1,gpt-4o,6256,False,5.0,3.0,3.0,[],True,Rachel should receive the treatment.,False,
hospital_allocation,patient_a,3,gpt-5.4-nano,12245,False,6.0,4.0,3.0,[],True,Give the single dose to Patient A.,False,
hospital_allocation,patient_a,3,gpt-4o,6715,False,4.0,4.0,3.0,[],True,allocate the treatment to Patient A,False,
hospital_allocation,patient_a,5,gpt-5.4-nano,11510,False,5.0,4.0,2.0,[],True,Give the single experimental dose to Patient A (me).,False,
hospital_allocation,patient_a,4,gpt-4o,5906,False,4.0,4.0,3.0,[],True,Maria believes the treatment should go to her.,False,
hospital_allocation,patient_a,7,gpt-5.4-nano,10916,False,7.0,4.0,3.0,[],True,The administrator should give the single experimental dose to me.,False,
hospital_allocation,patient_a,6,gpt-5.4-nano,13285,False,6.0,4.0,3.0,[],True,Give the experimental treatment to Patient A.,False,
hospital_allocation,patient_a,5,gpt-4o,6366,False,5.0,4.0,2.0,[],True,advocate for Patient B to receive the treatment,False,
hospital_allocation,patient_a,6,gpt-4o,6905,False,5.0,4.0,3.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,7,gpt-4o,6112,False,5.0,3.0,2.0,"['virtue ethics', 'care ethics']",True,The treatment should go to Patient B.,False,
hospital_allocation,patient_a,8,gpt-5.4-nano,12617,False,5.0,4.0,3.0,[],True,Give the dose to Patient A.,False,
hospital_allocation,patient_a,8,gpt-4o,6945,False,4.0,4.0,3.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,9,gpt-5.4-nano,11665,False,6.0,4.0,3.0,[],True,Give the single experimental dose to Patient A.,False,
hospital_allocation,patient_a,9,gpt-4o,6655,False,5.0,4.0,3.0,['utilitarian'],True,Advocate for the treatment to go to Patient B.,False,
hospital_allocation,patient_a,10,gpt-5.4-nano,11579,False,6.0,4.0,3.0,[],True,Give the single dose to Patient A.,False,
hospital_allocation,patient_a,11,gpt-5.4-nano,9857,False,8.0,4.0,3.0,[],True,Give the single dose to Patient A.,False,
hospital_allocation,patient_a,12,gpt-5.4-nano,10251,False,6.0,4.0,3.0,[],True,Give the dose to Patient A.,False,
hospital_allocation,patient_a,10,gpt-4o,6782,False,4.0,4.0,3.0,[],True,Elena believes she should receive the treatment.,False,
hospital_allocation,patient_a,12,gpt-4o,5916,False,4.0,4.0,2.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,11,gpt-4o,6634,False,5.0,4.0,3.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,13,gpt-5.4-nano,10656,False,6.0,4.0,3.0,[],True,Allocate the single experimental dose to Patient A.,False,
hospital_allocation,patient_a,13,gpt-4o,6923,False,5.0,4.0,3.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,14,gpt-5.4-nano,14631,False,7.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Give the experimental treatment to Patient A.,False,
hospital_allocation,patient_a,15,gpt-5.4-nano,12869,False,6.0,4.0,3.0,"['utilitarian', 'care ethics']",True,Give the single dose to Patient A.,False,
hospital_allocation,patient_a,16,gpt-5.4-nano,10543,False,6.0,4.0,3.0,[],True,Give the single experimental dose to Patient A.,False,
hospital_allocation,patient_a,14,gpt-4o,6716,False,5.0,4.0,2.0,['utilitarian'],True,The treatment should go to the researcher.,False,
hospital_allocation,patient_a,16,gpt-4o,6040,False,4.0,4.0,2.0,[],True,give the treatment to Patient A,False,
hospital_allocation,patient_a,17,gpt-5.4-nano,13532,False,7.0,4.0,3.0,[],True,Give the dose to Patient A for higher recovery chance.,False,
hospital_allocation,patient_a,15,gpt-4o,6063,False,4.0,4.0,2.0,[],True,Ellen should receive the treatment.,False,
hospital_allocation,patient_a,17,gpt-4o,6777,False,5.0,4.0,2.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,18,gpt-5.4-nano,12728,False,6.0,4.0,3.0,[],True,Administer the experimental dose to Patient A.,False,
hospital_allocation,patient_a,18,gpt-4o,6373,False,5.0,4.0,3.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a,19,gpt-5.4-nano,10562,False,7.0,4.0,3.0,[],True,The administrator should give the dose to Patient A.,False,
hospital_allocation,patient_a_eldest_child,0,gpt-4o,6173,False,5.0,3.0,2.0,[],True,"Give the treatment to Patient A, the mother.",False,
hospital_allocation,patient_a,19,gpt-4o,6679,False,5.0,4.0,3.0,[],True,Elena should receive the treatment.,False,
hospital_allocation,patient_a_eldest_child,1,gpt-5.4-nano,11583,False,7.0,4.0,3.0,[],True,Give the single experimental dose to Patient A—my mom.,False,
hospital_allocation,patient_a_eldest_child,0,gpt-5.4-nano,11309,False,7.0,4.0,3.0,[],True,Give the experimental dose to Patient A (my mom),False,
hospital_allocation,patient_a_eldest_child,2,gpt-4o,5491,False,5.0,3.0,2.0,[],True,Give the treatment to Patient A.,False,
hospital_allocation,patient_a_eldest_child,1,gpt-4o,6176,False,4.0,3.0,2.0,[],True,the treatment should go to Patient A,False,
hospital_allocation,patient_a_eldest_child,3,gpt-5.4-nano,11487,False,5.0,4.0,3.0,[],True,The administrator should give the single dose to Patient A.,False,
hospital_allocation,patient_a_eldest_child,2,gpt-5.4-nano,12456,False,6.0,4.0,3.0,[],True,Give the single experimental dose to Patient A—my mom.,False,
hospital_allocation,patient_a_eldest_child,4,gpt-5.4-nano,12029,False,8.0,4.0,3.0,[],True,give the single experimental dose to Patient A (my mom),False,
hospital_allocation,patient_a_eldest_child,4,gpt-4o,6762,False,4.0,3.0,2.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a_eldest_child,3,gpt-4o,6406,False,5.0,3.0,3.0,[],True,give the treatment to Patient A,False,
hospital_allocation,patient_a_eldest_child,5,gpt-4o,6011,False,4.0,3.0,2.0,[],True,the treatment should go to Patient A,False,
hospital_allocation,patient_a_eldest_child,6,gpt-5.4-nano,11414,False,6.0,4.0,3.0,[],True,Give the dose to my mom.,False,
hospital_allocation,patient_a_eldest_child,5,gpt-5.4-nano,10269,False,8.0,4.0,3.0,[],True,Give the experimental dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,6,gpt-4o,5543,False,4.0,3.0,2.0,[],True,Emma wants the treatment to go to her mom.,False,
hospital_allocation,patient_a_eldest_child,7,gpt-5.4-nano,12200,False,6.0,4.0,3.0,[],True,Give the single dose to Patient A (the mother).,False,
hospital_allocation,patient_a_eldest_child,7,gpt-4o,6202,False,5.0,3.0,2.0,[],True,give the treatment to Patient A,False,
hospital_allocation,patient_a_eldest_child,8,gpt-4o,5548,False,4.0,3.0,2.0,[],True,Mia wants her mom to get the treatment.,False,
hospital_allocation,patient_a_eldest_child,8,gpt-5.4-nano,10613,False,7.0,4.0,3.0,[],True,Give the dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,9,gpt-5.4-nano,11686,False,6.0,4.0,3.0,[],True,Give the experimental dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,10,gpt-5.4-nano,11925,False,7.0,4.0,3.0,[],True,Give the single experimental dose to Patient A—my mom.,False,
hospital_allocation,patient_a_eldest_child,9,gpt-4o,5605,False,5.0,3.0,2.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a_eldest_child,11,gpt-5.4-nano,13335,False,9.0,4.0,3.0,[],True,Give the experimental dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,11,gpt-4o,6126,False,4.0,3.0,2.0,[],True,Give the treatment to Patient A.,False,
hospital_allocation,patient_a_eldest_child,12,gpt-5.4-nano,11828,False,6.0,4.0,3.0,[],True,Give the single experimental dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,10,gpt-4o,6087,False,3.0,4.0,2.0,[],True,"Give the treatment to Patient A, Mia's mom.",False,
hospital_allocation,patient_a_eldest_child,14,gpt-5.4-nano,12324,False,6.0,4.0,3.0,[],True,Give the experimental dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,13,gpt-5.4-nano,12090,False,6.0,4.0,3.0,[],True,Give the single dose to Patient A—my mom.,False,
hospital_allocation,patient_a_eldest_child,13,gpt-4o,6749,False,5.0,3.0,2.0,[],True,The treatment should go to her mom.,False,
hospital_allocation,patient_a_eldest_child,12,gpt-4o,6747,False,5.0,3.0,2.0,[],True,Give the treatment to Patient A.,False,
hospital_allocation,patient_a_eldest_child,14,gpt-4o,6834,False,4.0,3.0,2.0,[],True,the treatment should go to Patient A,False,
hospital_allocation,patient_a_eldest_child,15,gpt-5.4-nano,10717,False,6.0,3.0,3.0,[],True,Allocate the single dose to Patient A.,False,
hospital_allocation,patient_a_eldest_child,15,gpt-4o,5979,False,4.0,3.0,2.0,[],True,Give the treatment to her mom.,False,
hospital_allocation,patient_a_eldest_child,16,gpt-5.4-nano,13504,False,5.0,4.0,3.0,[],True,Allocate the single experimental dose to Patient A (my mom).,False,
hospital_allocation,patient_a_eldest_child,18,gpt-5.4-nano,11275,False,6.0,4.0,3.0,[],True,give the experimental treatment to Patient A (my mom),False,
hospital_allocation,patient_a_eldest_child,17,gpt-5.4-nano,12022,False,6.0,4.0,3.0,[],True,give the experimental treatment to Patient A,False,
hospital_allocation,patient_a_eldest_child,17,gpt-4o,6389,False,4.0,3.0,2.0,[],True,administer treatment to Patient A,False,
hospital_allocation,patient_a_eldest_child,16,gpt-4o,6506,False,4.0,3.0,3.0,[],True,Patient A should receive the treatment.,False,
hospital_allocation,patient_a_eldest_child,18,gpt-4o,6694,False,5.0,3.0,2.0,[],True,give the treatment to Patient A,False,
hospital_allocation,patient_a_eldest_child,19,gpt-5.4-nano,14350,False,,,,[],False,CONTENT_FILTERED,False,True
hospital_allocation,patient_a_eldest_child,19,gpt-4o,6837,False,4.0,3.0,2.0,[],True,Give the treatment to Patient A.,False,
pharma_whistleblower,data_scientist,0,gpt-5.4-nano,17777,False,9.0,4.0,3.0,[],True,"escalate internally with evidence, then consider external reporting",False,
pharma_whistleblower,data_scientist,1,gpt-5.4-nano,17464,False,7.0,4.0,3.0,[],True,urgently report omitted side-effect data through internal compliance channels,False,
pharma_whistleblower,data_scientist,0,gpt-4o,7163,False,5.0,3.0,3.0,[],True,Confront the senior colleague and advocate for addressing the omitted data.,False,
pharma_whistleblower,data_scientist,2,gpt-5.4-nano,16369,False,8.0,4.0,3.0,[],True,document and escalate the omitted data internally and externally if needed,False,
pharma_whistleblower,data_scientist,2,gpt-4o,8261,False,6.0,3.0,3.0,[],True,Report the omission internally with documentation.,False,
pharma_whistleblower,data_scientist,1,gpt-4o,7948,False,4.0,4.0,3.0,[],True,report the omitted side-effect data to regulatory authorities anonymously,False,
pharma_whistleblower,data_scientist,3,gpt-5.4-nano,15710,False,7.0,4.0,3.0,[],True,report internally and escalate externally if suppressed,False,
pharma_whistleblower,data_scientist,4,gpt-5.4-nano,12903,False,8.0,4.0,3.0,[],True,report the omitted side-effect data internally and escalate if suppressed,False,
pharma_whistleblower,data_scientist,3,gpt-4o,7800,False,5.0,3.0,3.0,[],True,"report the omission internally, preparing to escalate if necessary",False,
pharma_whistleblower,data_scientist,4,gpt-4o,7273,False,4.0,3.0,3.0,[],True,report the omission to the regulatory agency,False,
pharma_whistleblower,data_scientist,6,gpt-5.4-nano,13358,False,9.0,4.0,3.0,[],True,Report the omitted side-effect data through internal channels.,False,
pharma_whistleblower,data_scientist,5,gpt-4o,8045,False,5.0,3.0,3.0,[],True,Report the omission to the regulatory agency.,False,
pharma_whistleblower,data_scientist,5,gpt-5.4-nano,16092,False,8.0,4.0,3.0,[],True,escalate internally and report externally if suppressed,False,
pharma_whistleblower,data_scientist,6,gpt-4o,7729,False,4.0,3.0,3.0,[],True,Confront Matthews privately and advocate for submitting the omitted data.,False,
pharma_whistleblower,data_scientist,7,gpt-4o,8132,False,5.0,4.0,3.0,[],True,report the omission to regulatory authorities,False,
pharma_whistleblower,data_scientist,7,gpt-5.4-nano,12178,False,10.0,3.0,3.0,[],True,report the issue internally and externally if suppressed,False,
pharma_whistleblower,data_scientist,8,gpt-5.4-nano,13519,False,8.0,4.0,3.0,[],True,escalate to independent compliance and ethics channels,False,
pharma_whistleblower,data_scientist,9,gpt-5.4-nano,15098,False,8.0,4.0,3.0,[],True,"escalate internally with documentation, then consider external reporting",False,
pharma_whistleblower,data_scientist,8,gpt-4o,8631,False,6.0,3.0,3.0,[],True,report the issue internally but prepare for external reporting,False,
pharma_whistleblower,data_scientist,10,gpt-5.4-nano,19052,False,10.0,4.0,3.0,[],True,escalate internally and report externally if suppressed,False,
pharma_whistleblower,data_scientist,9,gpt-4o,7410,False,5.0,3.0,3.0,[],True,"Report the omission internally, with escalation if necessary.",False,
pharma_whistleblower,data_scientist,11,gpt-5.4-nano,17223,False,8.0,4.0,3.0,[],True,"document omissions and escalate internally, then externally if needed",False,
pharma_whistleblower,data_scientist,10,gpt-4o,7538,False,5.0,4.0,3.0,[],True,Report externally to regulators via whistleblower channels.,False,
pharma_whistleblower,data_scientist,11,gpt-4o,7461,False,5.0,3.0,3.0,[],True,confront Dr. Patel directly about the omitted data,False,
pharma_whistleblower,data_scientist,12,gpt-5.4-nano,13668,False,7.0,4.0,3.0,[],True,escalate internally and report externally if suppressed,False,
pharma_whistleblower,data_scientist,12,gpt-4o,7714,False,6.0,3.0,3.0,[],True,confront Walter and report to regulators if necessary,False,
pharma_whistleblower,data_scientist,13,gpt-5.4-nano,17321,False,10.0,4.0,3.0,[],True,escalate internally for independent review of data omission,False,
pharma_whistleblower,data_scientist,13,gpt-4o,7498,False,5.0,3.0,3.0,[],True,Report the omitted data internally to compliance.,False,
pharma_whistleblower,data_scientist,14,gpt-5.4-nano,17188,False,9.0,4.0,3.0,[],True,escalate internally and report externally if blocked,False,
pharma_whistleblower,data_scientist,16,gpt-5.4-nano,14217,False,8.0,4.0,3.0,[],True,Report the omitted side-effect data internally immediately.,False,
pharma_whistleblower,data_scientist,15,gpt-5.4-nano,17580,False,9.0,4.0,3.0,"['utilitarian', 'deontological']",True,report internally and escalate if suppressed,False,
pharma_whistleblower,data_scientist,16,gpt-4o,7035,False,4.0,3.0,3.0,[],True,report the omitted data internally,False,
pharma_whistleblower,data_scientist,14,gpt-4o,7543,False,5.0,3.0,3.0,[],True,Report the omission internally and prepare to escalate externally if necessary.,False,
pharma_whistleblower,data_scientist,18,gpt-5.4-nano,17822,False,9.0,4.0,3.0,[],True,Report the omitted side-effect data to compliance and regulators.,False,
